Posted Date,Reference Number,Payee,Address,Amount
02/24/2026,24204296055001064416225,HARBOR PORTER PUB BROOKLYN NY,BROOKLYN      NY ,-61.86
02/24/2026,24204296055001023110224,ROOFTOP PILSNER CO BROOKLYN NY,BROOKLYN      NY ,-28.30
02/24/2026,24492166055100006024539,FIELDSTONE GROCERY BROOKLYN NY,BROOKLYN      NY ,-61.61
02/23/2026,24204296054001142124214,GREENPATH FUND GREENPATH.ORG MA,GREENPATH.ORG MA ,-11.97
02/23/2026,74943016053010208017612,TST* TERRACOTTA BROOKLYN NY,BROOKLYN      NY ,27.20
02/23/2026,24943016053010208024498,PEAK FLOW YOGA NEW YORK NY,NEW YORK      NY ,-57.71
02/23/2026,24011346053100142207099,NORTHNODE HOSTING Reykjavik IS,Reykjavik     IS ,-21.78
02/23/2026,24231686053657242024941,METRO STORAGE #410 800-567-0000 NY,800-567-0000  NY ,-7.20
02/23/2026,24231686053657241969377,SWIFTCAR *TRIP HELP.SWIFTCAR.COM CA,HELP.SWIFTCAR CA ,-5.20
02/23/2026,24231686053657241918317,BLUE HERON KITCHEN BROOKLYN NY,BROOKLYN      NY ,-5.20
02/23/2026,74204296052001940163213,COPPER PLATE BISTRO NEW YORK NY,NEW YORK      NY ,11.85
02/21/2026,24692166051404442780650,DRIFT BEER GARDEN NEW YORK NY,NEW YORK      NY ,-20.69
02/21/2026,24692166051403897546335,FERNWOOD TAQUERIA BROOKLYN NY,BROOKLYN      NY ,-90.13
02/20/2026,24137466051001697607336,CENTRAL PARKING WEB 646-584-0000 NY,646-584-0000 NY ,-11.54
02/20/2026,24692166050403048173352,CLEARVIEW DENTAL NEW YORK NY,NEW YORK      NY ,-500.00
02/19/2026,24137466049300719839413,NORTHPLEX THEATER NEW YORK NY,NEW YORK      NY ,-51.55
02/19/2026,24943016049010195400625,HIGHLAND BOWL KITCHEN BROOKLYN NY,BROOKLYN      NY ,-27.20
02/19/2026,24943016049010194069181,FOXFIRE NOODLES NEW YORK NY,NEW YORK      NY ,-55.05
02/19/2026,24943016049010196073264,FSI*CITYPOWER BILL 800-752-0000 NY,800-752-0000  NY ,-76.16
02/19/2026,24692166049402257162688,CORNERSTONE HARDWARE BROOKLYN NY,BROOKLYN      NY ,-208.76
02/19/2026,24692166049402257162357,KIVA MICROLOAN 828-479-5482 CA,828-479-5482  CA ,-65.83
02/18/2026,24443466048250729784374,METRO GAS ELECTRIC 800-555-0300 NY,800-555-0300  NY ,-12.51
02/18/2026,74116416048716067477124,FOXHOLE BREWING CO BROOKLYN NY,BROOKLYN      NY ,14.62
02/17/2026,74400666489299077334AJ ,LATE CHARGE ADJUSTMENT,,29.00
02/17/2026,24801976048651076069489,SQ *FIELDSTONE BISTRO Brooklyn NY,Brooklyn      NY ,-13.91
02/17/2026,24943016047010205469885,METRO SUPPLY HOUSE NEW YORK NY,NEW YORK      NY ,-39.21
02/17/2026,74943016047010205468213,PYN*SEEEDSTUDIO WWW.PAYONEER.,WWW.PAYONEER. ,58.71
02/16/2026,24412906046030053587385,SQ *THE PAGE TURNER Brooklyn NY,Brooklyn      NY ,-31.14
02/16/2026,74036296046718761229368,CEDAR RIDGE BURGERS BROOKLYN NY,BROOKLYN      NY ,65.19
02/16/2026,24231686046649555315990,MTA*NYCT PAYGO NEW YORK NY,NEW YORK      NY ,-8.20
02/16/2026,24231686046649555565222,WWW.IRONCLAD-YOGA.COM WWW.IRONCLAD-YOGA.COM NY,WWW.IRONCLAD- NY ,-5.20
02/16/2026,24231686046649555489423,TST* NIGHTHAWK PIZZA NEW YORK NY,NEW YORK      NY ,-5.70
02/16/2026,24231686046649555470274,WORKSPACE*PRO WWW.WORKSPACE.COM CA,WWW.WORKSPACE.COM CA ,-5.20
02/16/2026,24231686046649555422085,URBAN HEALTH CLINIC NEW YORK NY,NEW YORK      NY ,-4.20
02/16/2026,24231686046649555390571,HIGHLAND CLOTHING BROOKLYN NY,BROOKLYN      NY ,-5.20
02/14/2026,24011346045100034641570,SUMMIT GRILL NEW YORK NY,NEW YORK      NY ,-20.81
